Add_Date,Add_Time,Advantage,Company,Degree,Description,Experience,Finance,Highlights,If_Intern,Income_Max(k),Income_Mid(k),Income_Min(k),Income_Range(k),Industry,Location,Path,Size,Sys_Date,Sys_Time,Tags,Title
20200202,00:00,微信支付海量数据 机器学习建模 黑产对抗,腾讯,本科,"工作职责：
基于腾讯海量微信和手Q支付数据进行风险分析和建模，研究十亿级用户支付行为，包括资金转账、商户消费等。使用机器学习算法建模（如评分卡、异常检测和时序分析等），挖掘账户存在的各种盗刷和反洗钱风险，对用户进行全方位画像，建立用户黑白标签体系，识别用户及商户风险类型和异常模式，使用复杂网络算法挖掘犯罪团伙及资金流，与风险策略专家和反洗钱专家一起合作，保障微信支付用户的资金安全和平台的健康运营

工作要求：
1、2年以上工作经验，熟悉分布式数据大数据处理，拥有hadoop(如hive)或spark工具使用经验；
2、熟练掌握常用的机器学习算法(如：分类、回归、聚类、异常检测等),对深度学习领域的CNN、RNN、LSTM有所了解，在NLP或社交网络分析算法上有研究者优先;
3、熟练使用Python、R、sas、scala等一种或多种编程语言
4、对熟悉黑产模式、拥有黑产对抗经验和反洗钱风险建模经验者优先
5、良好的分析问题和解决问题能力，自我驱动，并且具备较强的学习能力、创新应用能力及沟通协调能力",经验3-5年,上市公司,“微信支付海量数据 机器学习建模 黑产对抗”,0,40,30.0,20,20k-40k,社交,南油,https://www.lagou.com/jobs/6401669.html?show=40cfe90f40c445db9a11eb79a6550631,2000人以上,20200203,00:19:59,移动互联网 大数据 风控 第三方支付产品 分析师,风险建模分析师
20200202,00:00,鹅厂福利,腾讯,本科,"岗位职责：    
1、对个人支付账户进行深入调查、分析、定性，摸清交易背景及运作模式，掌握异常特征及风险水平，对风险账户进行相应处置；
2、对风险账户或异常账户进行扩散分析，了解特定群体账户大盘情况及风险规模，总结群体特征或运作模式，输出专项分析报告并提出处置方案，降低业务风险；
3、与其他安全团队保持沟通合作，不断丰富调查所需情报，提升调查分析的质量和效率；推动风险账户的线下打击与可疑账户处置方案的落地。

岗位要求：
1、本科及以上学历，2年以上反欺诈、反洗钱、案件调查、黑产打击等相关工作经验，对风险敏感，熟悉风险排查、案件调查、团伙挖掘等方法；
2、有大数据提取分析经验，熟练使用SQL，Python，Excel等分析工具的优先考虑；
3、对特定风险类型有丰富的分析或调查经验的优先考虑；
4、风险敏感度高，善于思考、分析、总结。有良好的学习能力、沟通技能，踏实肯干，有较强的团队合作精神和责任心。",经验3-5年,上市公司,“鹅厂福利”,0,25,20.0,15,15k-25k,社交,南油,https://www.lagou.com/jobs/6613989.html?show=40cfe90f40c445db9a11eb79a6550631,2000人以上,20200203,00:20:43,互联网金融 支付 风控 审核 风险分析,个人账户风险分析师
20200202,00:00,互联网金融、海量用户、发展空间大,腾讯,本科,"岗位职责：
通过分析海量用户和交易数据，研究各类洗钱风险、上游犯罪等行为模式，建立用户的可疑交易监测模型，提升平台的可疑交易识别能力，控制洗钱风险；针对不同的业务，进行可疑交易监测体系评估和建设，全面提升公司整体风险控制水平及技能。

岗位要求：
1、有3年以上工作经验，有大数据加工建模经验，熟悉Hadoop/spark等大数据计算平台者优先；
2、熟悉掌握各类机器学习算法，并有相关项目经验，熟悉团伙挖掘者优先；
3、熟练掌握scala、python、R、sas等一种或多种编程语言；
4、有反洗钱可疑交易建模经验者优先，有过挖掘或熟悉各类黑产模式者优先；",经验3-5年,上市公司,“互联网金融、海量用户、发展空间大”,0,40,30.0,20,20k-40k,社交,南油,https://www.lagou.com/jobs/6094875.html?show=40cfe90f40c445db9a11eb79a6550631,2000人以上,20200203,00:21:24,互联网金融 Hadoop Spark 数据挖掘 数据分析,反洗钱风险挖掘工程师
20200203,00:00,"五险一金,年终分红,免费班车",平安金服,本科,"工作职责
1.对平安集团内子公司（含资管、信托、证券、基金、不动产、银行、普惠、陆金所、租赁、寿险、产险、养老险、海外等）风险管理体系持续进行评估和督导管理，提升子公司风险管理能力。
2.对平安集团全量资产业务，如债权类（对公信贷、非标债权 等）、投资类（固收类、权益类） 等业务，进行风险评估、监测和预警，防范重大资产质量风险。
3.根据集团规划，开发和实施AI智能监测预警项目。
4.其他领导交办的事项。
任职要求
1.35周岁以下，全日制本科及以上学历，金融、金融工程、统计学、应用数学等专业优先。
2.具有6年及以上债权类（对公信贷、非标债权 等）、投资类（固收类、权益类等）业务评审、风险管理工作经验。
3.有风险管理项目经验，具备独立的风险分析、识别和管控能力。
4.工作主动性强，责任心强，积极向上，要求进步，有较强的抗压能力和沟通协调能力。",经验3-5年,上市公司,"“五险一金,年终分红,免费班车”",0,50,37.5,25,25k-50k,金融,福田区,https://www.lagou.com/jobs/6523994.html?show=40cfe90f40c445db9a11eb79a6550631,2000人以上,20200203,00:21:52,金融,1221JF-风险管理经理
20200203,00:00,"五险一金,带薪年假,定期体检,绩效奖金",平安金服,本科,"工作职责
1. 熟悉反洗钱法律法规，负责对反洗钱的监管新规进行解读和宣导；
2..负责督导和检视反洗钱相关制度、流程及管控措施的贯彻落实情况
3..在部门反洗钱集中监测和管理优化方向方面进行整体规划，并定期向公司管理层进行报告
4..根据管理层的要求对反洗钱工作进行整体统筹和规划，提出具有可行性的项目方案和建议、并协调相关方落实执行
5..定期优化和整理各类反洗钱风险量化指标，按要求完成数据分析、汇总和汇报工作
6.完成上级交办的其他事项
任职要求
1.全日制本科以上学历，法律、经济管理、金融、数理统计等相关专业
2.具备三年以上反洗钱合规管理工作经验
3.具备制裁合规风险监测和管控的工作经验，对境内境外制裁合规管控的风险点有较强的分析判断能力
4.备较好的公文表达和撰写水平，对反洗钱工作汇报材料具有较丰富的总结和提炼能力
5.具有良好的沟通、协调能力、书面及语言表达能力
6.具有较好的学习能力、团队合作意识强、具有反洗钱资格证书或金融行业从业证书者优先
5.掌握Word、Excel、PPT等主流文档处理工具，具备良好的逻辑思维、概述能力和文字功底，较强的PPT制作能力优先；
6、对反洗钱有良好的风险认知，有项目管理经验者优先。",经验3-5年,上市公司,"“五险一金,带薪年假,定期体检,绩效奖金”",0,25,20.0,15,15k-25k,金融,福田区,https://www.lagou.com/jobs/6772325.html?show=40cfe90f40c445db9a11eb79a6550631,2000人以上,20200203,00:22:30,金融 风控,123112-风险策略管控岗
20200203,00:00,"五险一金,带薪年假,定期体检,高温补贴",平安银行信用卡中心,本科,"工作职责
1.根据伪冒业务需要，跟进系统、产品项目，撰写系统需求说明书。
2.对IT已经开发完成的系统项目，配合IT进行测试，并完成测试报告。
3.监控所有业务项目的运营情况，对出现的进度、时效异常，跟进并及时解决问题。
4.负责编写各产品作业手册，对作业人员在产品应用方面的问题进行指导。
5.领导交办的其它工作。
任职要求
1.本科学历
2.1-3年相关工作经验
3、金融/计算机/统计相关专业优先",经验1年以下,上市公司,"“五险一金,带薪年假,定期体检,高温补贴”",0,16,14.0,12,12k-16k,金融,南山区,https://www.lagou.com/jobs/6164214.html?show=40cfe90f40c445db9a11eb79a6550631,500-2000人,20200203,00:23:00,金融 风险管理,BK22H8-伪冒风险管理团队风险产品规划岗
20200203,00:00,"五险一金,带薪年假,定期体检,绩效奖金",平安证券,硕士,"工作职责
1、根据公司战略、业务以及风险管理中长期发展需求，制定风险管理系统架构规划，持续优化全面风险管理平台，实现风险管理工作的全面数字化、线上化转型；
2、负责风险数据平台数据架构层次划分和主题模型规划设计，推动数据架构的落地实施及优化；
3、负责风险数据治理，建立风险数据资产管理体系，提升风险数据质量，确保风险数据的全面、及时、准确；
4、根据业务及风险管理的需求，提供面向业务及风险管理的OLAP、报表、数据提取等数据服务，深化风险数据应用；
5、应用人工智能、大数据、云计算等先进技术，持续优化风险管理的数字化转型。
任职要求
1、研究生及以上学历，计算机、金融、数学/统计等相关专业，5年以上相关工作经验；
2、具备企业系统架构规划和数据架构规划 能力；熟练掌握数据分析、数据挖掘的方法以及常用的数据分析工具；优秀的交互设计能力和数据可视化设计能力；
3、具备良好的数据敏感度和业务视野，能够敏锐地发现数据价值和业务问题/机遇；
4、具备较强的工作责任心和团队合作意识，抗压能力强，具有较强分析问题和解决问题的能力，具备良好的协调沟通能力；
5、具有咨询公司或金融机构企业级数据平台建设或全面风险管理平台建设经验者优先考虑。",经验5-10年,上市公司,"“五险一金,带薪年假,定期体检,绩效奖金”",0,30,25.0,20,20k-30k,金融,福田区,https://www.lagou.com/jobs/6177814.html?show=40cfe90f40c445db9a11eb79a6550631,2000人以上,20200203,00:23:32,金融,0521AI-风险数字化管理岗
20200203,00:00,"五险一金,绩效奖金,定期体检,带薪年假",平安证券,硕士,"工作职责
1、负责加强信息安全风险和IT运营安全风险的二道防线建设，包括完善关键风险指标的持续监控机制；督促相关部门及时分析原因、制定并落实风险应对整改措施；协调各相关方参与信息技术风险管理问题的沟通与整改等。
2、负责信息系统开发上线的风险管理评审，包括在新产品新业务系统或存量业务重大系统变更上线评审中增加风险管理评审，评审风险管理功能是否完备、权限清晰、能与业务系统同步上线、以及是否满足其他信息技术风险管理要求。
3、负责评估信息系统与相关业务恢复目标和恢复策略制定的合理性，对公司容灾方案、应急预案、应急演练等相关管理机制从人员、流程、制度等方面提出风险管理建议，确保与公司整体风险管理策略保持一致。
4、负责与公司信息技术部门协同加强信息技术风险文化宣导 。
5、负责与公司信息技术部门建立定期沟通机制，定期检视信息技术风险管理的重点难点，加强重点领域的信息技术风险管理，以适应内外部管理要求。
任职要求
1、研究生及以上学历，计算机、金融、风险等相关专业，5年以上相关工作经验；
2、具备信息技术开发、信息技术运行维护、信息安全、业务连续性计划与应急处置等领域的相关工作经验；
3、具有较强的风险与合规意识以及相关风险管理经验，熟悉信息系统项目管理全流程，掌握信息技术风险防范措施和监控手段；
4、具有良好的沟通、表达和协调能力，责任心强，能够承受较强的工作压力；
5、有信息系统项目管理经验以及业务连续性管理经验的优先考虑。",经验5-10年,上市公司,"“五险一金,绩效奖金,定期体检,带薪年假”",0,30,25.0,20,20k-30k,金融,福田区,https://www.lagou.com/jobs/6177818.html?show=40cfe90f40c445db9a11eb79a6550631,2000人以上,20200203,00:24:07,金融,0521AJ-信息技术风险管理岗
20200203,00:00,"五险一金,带薪年假,定期体检",平安金服,本科,"工作职责
1、负责数据清洗、数据平台维护及迭代，支持数据入库、分析加工、标签化等功能，推动数据在风险领域的应用。
2、负责数据ETL过程。
3、负责编写大数据产品需求文档，协调算法、研发、业务、测试团队，推动项目进度。
任职要求
1、本科及以上学历，计算机、数理统计、金融相关专业
2、三年及以上互联网或大数据公司从业经验，精通数据库底层架构，具备一定数据开发经验
3、具备ETL开发经验， 精通SQL及性能优化，熟悉MongoDB/Redis/ Hive/Hadoop/Spark
4、了解零售金融板块的用户画像的分析方法及业务逻辑，具有数据加工或者分析经验
5、有海量数据爬取、清洗、加工到应用的全流程项目经验者优先。",经验5-10年,上市公司,"“五险一金,带薪年假,定期体检”",0,50,37.5,25,25k-50k,金融,福田区,https://www.lagou.com/jobs/6524964.html?show=40cfe90f40c445db9a11eb79a6550631,2000人以上,20200203,00:24:39,大数据 数据挖掘,1221JK-风险管理部数据挖掘岗
20200203,00:00,"五险一金,餐补,高温补贴,带薪年假",平安银行信用卡中心,本科,"工作职责
1.根据客户资质，制定、实施我行信用卡客户的额度调整政策。
2、根据客户资质，制定、实施我行信用卡客户的分期产品政策。
3、通过分析我行客户的额度使用渠道，优化额度管理的各项政策（包括调额、分期等）
4、制定我行信用卡客户额度使用的差异化定价策略，提高整个信用卡客户组合的收益
5、及时完成领导交办的其他任务
任职要求
1.、本科学历
2、.1-3年相关工作经验",经验3-5年,上市公司,"“五险一金,餐补,高温补贴,带薪年假”",0,25,20.0,15,15k-25k,金融,南山区,https://www.lagou.com/jobs/6177138.html?show=40cfe90f40c445db9a11eb79a6550631,500-2000人,20200203,00:25:05,其他 信贷管理 风控,BK22I4-风险政策管理部组合管理岗
20200201,00:00,利益分享、股权激励、高薪,闻道资产管理,硕士,"工作职责:
1、建立证券投资风控体系；
2、根据投资组合做出风险预测，完善风控模型，对风控政策快速优化和完善，精通风控政策各要素组成、优化逻辑； 
3、有相关领域系统建设及系统化操作经验，负责对风控进行系统化建设和指导，要能具备通过量化程序来实施风控的能力；
4、制定风控管理部各项规章制度，并督促实施，取得较好效果； 
5、组织例会或参加公司各相关会议。

任职资格:
1、金融、数理统计、计算机等专业优先 ；
2、具有证券投资行业丰富的风控经验； 
3、在基金业协会进行高管备案者优先；    
4、良好的沟通协调能力、市场分析能力，广泛的信息、数据获取渠道；
5、必须要有基金从业资格证；
6、考过FRM二级或CFA二级者优先",经验3-5年,不需要融资,“利益分享、股权激励、高薪”,0,30,22.5,15,15k-30k,金融,大冲,https://www.lagou.com/jobs/6441213.html?show=40cfe90f40c445db9a11eb79a6550631,15-50人,20200203,00:25:46,基金,风险控制高级人才
20200201,00:00,"五险一金,员工旅游,年终奖金,定期体检",传易,本科,"工作职责:
1. 制订、实施与完善催收策略，参与策略开发，配合系统改造，组织落实策略实施；
2. 建立和完善贷后报表体系，负责数据的收集整理，制作和维护日常报表；
3. 监控风险指标，跟进和分析策略执行情况，提出策略优化建议；
4. 对于指标波动等情况进行数据分析，出具分析报告，提出有效建议。
任职资格:
1. 本科及以上学历
2. 金融、数学、统计、财务、经济学或其他相关专业优先；
3. 从事信用卡或零售风险催收尤其是电催策略分析工作经验1-2年以上；
4. 具备一定的数据分析能力，EXCEL应用熟练，信用卡及小贷业务基础知识扎实；
5. 熟练使用SQL提取数据，最少掌握一种分析工具Python、SAS、R；
6 .英语读写、口语能力强，具有留学经验优先。",经验1-3年,不需要融资,"“五险一金,员工旅游,年终奖金,定期体检”",0,25,20.0,15,15k-25k,"移动互联网,社交",南山区,https://www.lagou.com/jobs/6444635.html?show=40cfe90f40c445db9a11eb79a6550631,150-500人,20200203,00:26:30,互联网金融 风控 合规稽查,风险策略分析师(J10238)
20191220,00:00,"金融科技,风控",招商证券信息技术中心,本科,"职位描述：
1.深入研究公司风险管理体系，对公司风险管理信息系统（市场风险管理、信用风险管理、操作风险管理、经济资本计量等）进行整体规划、设计和研发；
2.配合公司风险管理部信息系统建设的需求整理、分析和开发；
3.负责风险管理系统的需求，分析、设计研发、投产上线等工作；
4.研究金融机构先进风险管理方法和工具，了解主流风险管理系统发展动态；
任职要求：
1、至少具备以下教育背景中的一种：信息管理与计算机科学类、数学类、统计类、计量经济学类等专业（硕士以上学历优先）；       
2、具备信息系统整体规划和设计经验，尤其金融机构信息系统；
3、  具备金融风险管理（例如市场、信用、操作等风险管理）知识，对金融市场及产品有较深入了解，熟悉证券公司业务和产品；
4、  掌握并能熟练运用现代量化风险管理方法和工具，熟悉金融资产估值定价模型，风险计量模型，有较强的量化统计分析能力和逻辑分析能力；
5、  具有良好的学习能力、沟通能力和项目管理能力，具有团队合作精神；
6、  具有金融风险建模和开发经验者优先，掌握至少一种主流数据分析工具，如SAS、MATLAB、R、Python等为佳；  
7、  具有CFA、FRM等资格者优先。",经验3-5年,上市公司,"“金融科技,风控”",0,35,27.5,20,20k-35k,"企业服务,其他",南山区,https://www.lagou.com/jobs/3907075.html?show=40cfe90f40c445db9a11eb79a6550631,2000人以上,20200203,00:27:03,金融 风控,风险管理产品规划岗
20200116,00:00,"精英团队,千万级用户,知识分享",中信银行信用卡中心,本科,"岗位职责:
1、参与内部信息科技风险建设、管理、控制工作；
2、对内外部审计暴露出的重大风险和问题点，组织并推动各部门改进；
3、规划、推动并跟进风险管理类系统的建设，协调解决建设问题，完善风险自动督查预警机制。

任职资格:
1、全日制大学本科及以上学历，计算机相关专业，具备3年以上项目开发经验；
2、有中、高、资深等岗位，对技术有热情、有较强的独立、主动学习能力，良好的沟通表达能力和团队协作能力；
3、熟悉主流开源数据库、中间件（MYSQL\Tomcat等）；
4、扎实的编程基础，熟练掌握Java语言，熟悉SpringBoot\Bach等开源框架。

【优先考虑】
1、具有金融、互联网行业经验者经验者优先；
2、具有Storm、Spark、Flink等大数据处理平台的使用者经验优先；
3、熟悉数据仓库模型，有用户画像构建应用实战经验、数据挖掘实践经验优先，擅长从海量数据中发现有价值的规律。",经验3-5年,上市公司,"“精英团队,千万级用户,知识分享”",0,30,25.0,20,20k-30k,"移动互联网,金融",福田区,https://www.lagou.com/jobs/6770601.html?show=40cfe90f40c445db9a11eb79a6550631,2000人以上,20200203,00:27:32,银行,IT风险管理(006319)
20200117,00:00,行业翘楚 精英相伴 卓越培训 探索创新,PWC,本科,"Location: 广州、深圳

Responsibilities:

As a Senior Associate, you’ll work as part of a team of problem solvers with extensive consulting and industry experience, helping our clients solve their complex business issues from strategy to execution. Specific responsibilities include but are not limited to:
Proactively assist in the management of several clients, while reporting to Managers and above；
Train and lead staff；
Establish effective working relationships directly with clients；
Contribute to the development of your own and team’s technical acumen；
Keep up to date with local and national business and economic issues；
Be actively involved in business development activities to help identify and research opportunities on new/existing clients；
Continue to develop internal relationships and your PwC brand.

工作职责:

对大数据平台进行数据安全技术测试和检查;
梳理客户相关系统的数据架构、权限体系、流转方式，参与数据安全标准规范的制定和管理，包括数据安全需求识别、风险分析、数据脱敏、数据流转、泄露防护、权限管控等；
结合客户数据管理现状，设计数据安全保护方案，包括数据安全措施实施、数据安全产品选型及落地等。
针对客户现状出具技术建议和管理建议。

岗位要求:

三年以上相关经验，了解MySQL、MariaDB或SQLite等常用关系型数据库，及基本的数据库查询及操作语言；了解大数据技术相关知识，如hadoop基本架构、hadoop组件功能、hadoop安全机制等。
了解各种数据安全产品，有大数据分析和数据防泄漏经验者优先；
有数据流转、敏感数据的数据安全梳理、数据访问审计及脱敏等项目经验的优先；
了解数据隐私安全技术，如K匿名、L多样性、差分隐私等，有具体生产实践者优先；
拥有良好的教育背景、理解能力和自我学习能力",经验3-5年,不需要融资,“行业翘楚 精英相伴 卓越培训 探索创新”,0,20,17.5,15,15k-20k,金融,东门,https://www.lagou.com/jobs/6736086.html?show=40cfe90f40c445db9a11eb79a6550631,2000人以上,20200203,00:27:55,数据分析,高级顾问（数据安全）- 风险及控制部门
20200202,00:00,微信支付海量数据 机器学习建模 黑产对抗,腾讯,本科,"工作职责：
基于腾讯海量微信和手Q支付数据进行风险分析和建模，研究十亿级用户支付行为，包括资金转账、商户消费等。使用机器学习算法建模（如评分卡、异常检测和时序分析等），挖掘账户存在的各种盗刷和反洗钱风险，对用户进行全方位画像，建立用户黑白标签体系，识别用户及商户风险类型和异常模式，使用复杂网络算法挖掘犯罪团伙及资金流，与风险策略专家和反洗钱专家一起合作，保障微信支付用户的资金安全和平台的健康运营

工作要求：
1、2年以上工作经验，熟悉分布式数据大数据处理，拥有hadoop(如hive)或spark工具使用经验；
2、熟练掌握常用的机器学习算法(如：分类、回归、聚类、异常检测等),对深度学习领域的CNN、RNN、LSTM有所了解，在NLP或社交网络分析算法上有研究者优先;
3、熟练使用Python、R、sas、scala等一种或多种编程语言
4、对熟悉黑产模式、拥有黑产对抗经验和反洗钱风险建模经验者优先
5、良好的分析问题和解决问题能力，自我驱动，并且具备较强的学习能力、创新应用能力及沟通协调能力",经验3-5年,上市公司,“微信支付海量数据 机器学习建模 黑产对抗”,0,40,30.0,20,20k-40k,社交,南油,https://www.lagou.com/jobs/6401669.html?show=9c4b301bf5e447029054d059bd2793b6,2000人以上,20200203,00:28:49,移动互联网 大数据 风控 第三方支付产品 分析师,风险建模分析师
20200202,00:00,鹅厂福利,腾讯,本科,"岗位职责：    
1、对个人支付账户进行深入调查、分析、定性，摸清交易背景及运作模式，掌握异常特征及风险水平，对风险账户进行相应处置；
2、对风险账户或异常账户进行扩散分析，了解特定群体账户大盘情况及风险规模，总结群体特征或运作模式，输出专项分析报告并提出处置方案，降低业务风险；
3、与其他安全团队保持沟通合作，不断丰富调查所需情报，提升调查分析的质量和效率；推动风险账户的线下打击与可疑账户处置方案的落地。

岗位要求：
1、本科及以上学历，2年以上反欺诈、反洗钱、案件调查、黑产打击等相关工作经验，对风险敏感，熟悉风险排查、案件调查、团伙挖掘等方法；
2、有大数据提取分析经验，熟练使用SQL，Python，Excel等分析工具的优先考虑；
3、对特定风险类型有丰富的分析或调查经验的优先考虑；
4、风险敏感度高，善于思考、分析、总结。有良好的学习能力、沟通技能，踏实肯干，有较强的团队合作精神和责任心。",经验3-5年,上市公司,“鹅厂福利”,0,25,20.0,15,15k-25k,社交,南油,https://www.lagou.com/jobs/6613989.html?show=9c4b301bf5e447029054d059bd2793b6,2000人以上,20200203,00:29:17,互联网金融 支付 风控 审核 风险分析,个人账户风险分析师
20200202,00:00,优质平台、海量数据、海量用户,腾讯,本科,"岗位职责：    
1、通过风险案例深入分析挖掘资金流特征，快速开发有效策略与模型并部署上线，减少风险案例的发生 ，同时能基于风险案例的演变迅速迭代策略，控制风险大盘 ； 
2、通过分析海量交易数据，运用各种有监督及无监督的机器学习算法建立客户交易的风险评级模型，并推动评级落地及在业务侧的应用； 
3、能基于一类风险案例的深入研究，寻求共性特征，构建识别模型，从而实现对该类风险大盘的摸底； 
4、不定期特定风险交易专题分析及报告输出。
    岗位要求：    
1、 2年以上大数据分析及建模经验，个别优秀者可适当放宽； 2、 熟悉hadoop/spark等大数据计算平台优先； 
3、 熟悉与掌握常见机器学习算法，如GBDT、xgboost、社团网络、逻辑回归等，有相关项目经验者优先； 
4、 熟练掌握一种或多种编程语言，包括scala、python、sas、R等； 
5、 逻辑思维能力强，对数据敏感，有洞察力，细心、认真； 6、 良好的沟通与表达能力，抗压能力强，适应快节奏的工作。
   ",经验3-5年,上市公司,“优质平台、海量数据、海量用户”,0,36,27.0,18,18k-36k,社交,南油,https://www.lagou.com/jobs/6422023.html?show=9c4b301bf5e447029054d059bd2793b6,2000人以上,20200203,00:29:48,支付 数据挖掘 Hadoop Spark Scala,支付风险模型工程师
